model_name,episode,total_samples,contact_valid_samples,contact_valid_rate,all_mae_m,all_rmse_m,all_mape_pct,all_mean_signed_error_m,contact_valid_mae_m,contact_valid_rmse_m,contact_valid_mape_pct,contact_valid_mean_signed_error_m
yolo26n_seg_pt,0,123,50,0.4065040650406504,0.6898515168574326,1.0579561228029437,47.51960644427114,0.5615855915206328,0.1961977211151924,0.22130266248463146,11.147556656755116,-0.1036655029818387
yolo26n_seg_pt,1,113,27,0.23893805309734514,0.30166092755949847,0.36347450054229924,15.917664615393814,-0.12301728084996125,0.2621580711806152,0.3181236192900072,9.728088580680957,-0.19299754916288414
yolo26n_seg_pt,2,37,9,0.24324324324324326,1.2859424898697942,1.9186818123585065,52.702144061745614,1.2151570463448151,0.1678943515093417,0.19519239191862728,9.271832421103406,-0.10289502807258413
yolo26n_seg_pt,3,145,32,0.2206896551724138,0.4980882739962894,1.0884803242009802,27.90348117859679,0.37235715851868884,0.17846177384397655,0.27183371743298435,14.87711923951774,0.07278941807206354
yolo26n_seg_pt,4,97,44,0.4536082474226804,0.49249133785440563,0.7687344299520668,24.43049661612497,-0.12663014408182616,0.2974227680413002,0.3255962248363362,8.914551000323202,-0.2974227680413002
